model,video,feature_path,label_path,frames,frame_acc,edit,f1_10,f1_25,f1_50
asformer,IMG_7665.npy,../data/features_enhanced\02spravne\IMG_7665.npy,../data/labels\02spravne\IMG_7665.txt,743,13.997308209959622,10.909090909090914,9.523809523809524,0.0,0.0
asformer,IMG_7666.npy,../data/features_enhanced\02spravne\IMG_7666.npy,../data/labels\02spravne\IMG_7666.txt,745,9.93288590604027,11.290322580645162,2.857142857142857,0.0,0.0
asformer,IMG_9392.npy,../data/features_enhanced\02spravne\IMG_9392.npy,../data/labels\02spravne\IMG_9392.txt,544,21.323529411764707,15.555555555555555,15.09433962264151,11.320754716981133,0.0
asformer,IMG_9393.npy,../data/features_enhanced\02spravne\IMG_9393.npy,../data/labels\02spravne\IMG_9393.txt,528,28.97727272727273,16.326530612244895,21.052631578947366,14.035087719298245,3.508771929824561
asformer,IMG_9394.npy,../data/features_enhanced\02spravne\IMG_9394.npy,../data/labels\02spravne\IMG_9394.txt,528,40.71969696969697,16.000000000000004,17.24137931034483,13.793103448275861,6.896551724137931
asformer,IMG_9395.npy,../data/features_enhanced\02spravne\IMG_9395.npy,../data/labels\02spravne\IMG_9395.txt,527,28.083491461100568,12.28070175438597,9.230769230769232,6.153846153846154,0.0
asformer,IMG_9396.npy,../data/features_enhanced\02spravne\IMG_9396.npy,../data/labels\02spravne\IMG_9396.txt,533,30.0187617260788,13.725490196078427,16.94915254237288,10.16949152542373,3.389830508474576
asformer,IMG_9399.npy,../data/features_enhanced\02spravne\IMG_9399.npy,../data/labels\02spravne\IMG_9399.txt,527,36.05313092979127,15.909090909090907,19.230769230769234,11.538461538461538,3.8461538461538463
asformer,IMG_9400.npy,../data/features_enhanced\02spravne\IMG_9400.npy,../data/labels\02spravne\IMG_9400.txt,560,35.714285714285715,11.111111111111116,16.39344262295082,3.278688524590164,3.278688524590164
asformer,IMG_9401.npy,../data/features_enhanced\02spravne\IMG_9401.npy,../data/labels\02spravne\IMG_9401.txt,535,14.392523364485982,9.615384615384615,6.779661016949152,3.389830508474576,3.389830508474576
asformer,IMG_9402.npy,../data/features_enhanced\02spravne\IMG_9402.npy,../data/labels\02spravne\IMG_9402.txt,505,24.95049504950495,17.14285714285714,9.30232558139535,4.651162790697675,4.651162790697675
mstcn,20251208_094800.npy,../data/features_enhanced\01spravne\20251208_094800.npy,../data/labels\01spravne\20251208_094800.txt,679,95.72901325478645,100.0,100.0,100.0,100.0
mstcn,20251208_094811.npy,../data/features_enhanced\01spravne\20251208_094811.npy,../data/labels\01spravne\20251208_094811.txt,775,92.25806451612904,100.0,100.0,100.0,100.0
mstcn,20251208_094836.npy,../data/features_enhanced\01spravne\20251208_094836.npy,../data/labels\01spravne\20251208_094836.txt,703,93.88335704125178,100.0,100.0,100.0,100.0
mstcn,20251208_094908.npy,../data/features_enhanced\01spravne\20251208_094908.npy,../data/labels\01spravne\20251208_094908.txt,654,90.51987767584097,85.71428571428572,92.3076923076923,92.3076923076923,92.3076923076923
mstcn,20251208_094920.npy,../data/features_enhanced\01spravne\20251208_094920.npy,../data/labels\01spravne\20251208_094920.txt,493,94.11764705882352,100.0,100.0,100.0,100.0
mstcn,20251208_094934.npy,../data/features_enhanced\01spravne\20251208_094934.npy,../data/labels\01spravne\20251208_094934.txt,691,95.07959479015919,100.0,100.0,100.0,100.0
mstcn,20251208_094942.npy,../data/features_enhanced\01spravne\20251208_094942.npy,../data/labels\01spravne\20251208_094942.txt,508,86.61417322834646,100.0,100.0,100.0,100.0
mstcn,20251208_094947.npy,../data/features_enhanced\01spravne\20251208_094947.npy,../data/labels\01spravne\20251208_094947.txt,728,96.29120879120879,100.0,100.0,100.0,100.0
mstcn,20251208_095002.npy,../data/features_enhanced\01spravne\20251208_095002.npy,../data/labels\01spravne\20251208_095002.txt,649,93.8366718027735,100.0,100.0,100.0,100.0
mstcn,20251208_095016.npy,../data/features_enhanced\01spravne\20251208_095016.npy,../data/labels\01spravne\20251208_095016.txt,516,90.69767441860465,100.0,100.0,100.0,100.0
mstcn,20251208_095126.npy,../data/features_enhanced\01spravne\20251208_095126.npy,../data/labels\01spravne\20251208_095126.txt,606,97.1947194719472,100.0,100.0,100.0,100.0
mstcn,20251208_095128(1).npy,../data/features_enhanced\01spravne\20251208_095128(1).npy,../data/labels\01spravne\20251208_095128(1).txt,523,93.88145315487571,100.0,100.0,100.0,100.0
mstcn,20251208_095128.npy,../data/features_enhanced\01spravne\20251208_095128.npy,../data/labels\01spravne\20251208_095128.txt,635,94.33070866141732,100.0,100.0,100.0,100.0
mstcn,20251208_095149.npy,../data/features_enhanced\01spravne\20251208_095149.npy,../data/labels\01spravne\20251208_095149.txt,508,93.11023622047244,100.0,100.0,100.0,100.0
mstcn,20251208_095204.npy,../data/features_enhanced\01spravne\20251208_095204.npy,../data/labels\01spravne\20251208_095204.txt,668,93.41317365269461,100.0,100.0,100.0,100.0
mstcn,20251208_095205.npy,../data/features_enhanced\01spravne\20251208_095205.npy,../data/labels\01spravne\20251208_095205.txt,696,97.70114942528735,100.0,100.0,100.0,100.0
mstcn,20251208_095216.npy,../data/features_enhanced\01spravne\20251208_095216.npy,../data/labels\01spravne\20251208_095216.txt,514,97.66536964980544,100.0,100.0,100.0,100.0
mstcn,20251208_095251.npy,../data/features_enhanced\01spravne\20251208_095251.npy,../data/labels\01spravne\20251208_095251.txt,673,94.79940564635957,100.0,100.0,100.0,100.0
mstcn,20251208_095304.npy,../data/features_enhanced\01spravne\20251208_095304.npy,../data/labels\01spravne\20251208_095304.txt,506,96.24505928853755,100.0,100.0,100.0,100.0
mstcn,20251208_095307.npy,../data/features_enhanced\01spravne\20251208_095307.npy,../data/labels\01spravne\20251208_095307.txt,606,92.57425742574257,100.0,100.0,100.0,100.0
mstcn,20251208_095325.npy,../data/features_enhanced\01spravne\20251208_095325.npy,../data/labels\01spravne\20251208_095325.txt,667,94.15292353823088,100.0,100.0,100.0,100.0
mstcn,20251208_095331.npy,../data/features_enhanced\01spravne\20251208_095331.npy,../data/labels\01spravne\20251208_095331.txt,516,93.4108527131783,100.0,100.0,100.0,100.0
mstcn,20251208_095408.npy,../data/features_enhanced\01spravne\20251208_095408.npy,../data/labels\01spravne\20251208_095408.txt,663,91.8552036199095,100.0,100.0,100.0,100.0
mstcn,20251208_095414.npy,../data/features_enhanced\01spravne\20251208_095414.npy,../data/labels\01spravne\20251208_095414.txt,652,96.31901840490798,100.0,100.0,100.0,100.0
mstcn,20251208_095435.npy,../data/features_enhanced\01spravne\20251208_095435.npy,../data/labels\01spravne\20251208_095435.txt,695,93.66906474820144,100.0,100.0,100.0,100.0
mstcn,20251208_095436.npy,../data/features_enhanced\01spravne\20251208_095436.npy,../data/labels\01spravne\20251208_095436.txt,496,93.14516129032258,100.0,100.0,100.0,100.0
mstcn,20251208_095448.npy,../data/features_enhanced\01spravne\20251208_095448.npy,../data/labels\01spravne\20251208_095448.txt,759,97.62845849802372,100.0,100.0,100.0,100.0
mstcn,20251208_095546.npy,../data/features_enhanced\01spravne\20251208_095546.npy,../data/labels\01spravne\20251208_095546.txt,631,95.8795562599049,100.0,100.0,100.0,100.0
mstcn,IMG_0780.npy,../data/features_enhanced\01spravne\IMG_0780.npy,../data/labels\01spravne\IMG_0780.txt,554,96.20938628158845,100.0,100.0,100.0,100.0
mstcn,IMG_0781.npy,../data/features_enhanced\01spravne\IMG_0781.npy,../data/labels\01spravne\IMG_0781.txt,544,95.22058823529412,100.0,100.0,100.0,100.0
mstcn,IMG_0782.npy,../data/features_enhanced\01spravne\IMG_0782.npy,../data/labels\01spravne\IMG_0782.txt,551,97.45916515426497,100.0,100.0,100.0,100.0
mstcn,IMG_0783.npy,../data/features_enhanced\01spravne\IMG_0783.npy,../data/labels\01spravne\IMG_0783.txt,520,95.57692307692308,100.0,100.0,100.0,100.0
mstcn,IMG_0784.npy,../data/features_enhanced\01spravne\IMG_0784.npy,../data/labels\01spravne\IMG_0784.txt,552,94.02173913043478,87.5,93.33333333333333,93.33333333333333,93.33333333333333
mstcn,IMG_0785.npy,../data/features_enhanced\01spravne\IMG_0785.npy,../data/labels\01spravne\IMG_0785.txt,492,89.22764227642277,100.0,100.0,100.0,100.0
mstcn,IMG_0786.npy,../data/features_enhanced\01spravne\IMG_0786.npy,../data/labels\01spravne\IMG_0786.txt,522,95.01915708812261,100.0,100.0,100.0,100.0
mstcn,IMG_0787.npy,../data/features_enhanced\01spravne\IMG_0787.npy,../data/labels\01spravne\IMG_0787.txt,542,93.72693726937268,100.0,100.0,100.0,100.0
mstcn,IMG_0788.npy,../data/features_enhanced\01spravne\IMG_0788.npy,../data/labels\01spravne\IMG_0788.txt,540,95.0,100.0,100.0,100.0,100.0
mstcn,IMG_0789.npy,../data/features_enhanced\01spravne\IMG_0789.npy,../data/labels\01spravne\IMG_0789.txt,541,95.74861367837339,100.0,100.0,100.0,100.0
mstcn,IMG_0791.npy,../data/features_enhanced\01spravne\IMG_0791.npy,../data/labels\01spravne\IMG_0791.txt,567,94.00352733686067,100.0,100.0,100.0,100.0
mstcn,IMG_1021.npy,../data/features_enhanced\01spravne\IMG_1021.npy,../data/labels\01spravne\IMG_1021.txt,552,93.65942028985508,100.0,100.0,100.0,100.0
mstcn,IMG_1022.npy,../data/features_enhanced\01spravne\IMG_1022.npy,../data/labels\01spravne\IMG_1022.txt,606,93.23432343234323,100.0,100.0,100.0,100.0
mstcn,IMG_1023.npy,../data/features_enhanced\01spravne\IMG_1023.npy,../data/labels\01spravne\IMG_1023.txt,609,97.37274220032842,100.0,100.0,100.0,100.0
mstcn,IMG_1024.npy,../data/features_enhanced\01spravne\IMG_1024.npy,../data/labels\01spravne\IMG_1024.txt,627,95.85326953748007,100.0,100.0,100.0,100.0
mstcn,IMG_1025.npy,../data/features_enhanced\01spravne\IMG_1025.npy,../data/labels\01spravne\IMG_1025.txt,599,95.65943238731218,100.0,100.0,100.0,100.0
mstcn,IMG_1026.npy,../data/features_enhanced\01spravne\IMG_1026.npy,../data/labels\01spravne\IMG_1026.txt,599,95.82637729549248,100.0,100.0,100.0,100.0
mstcn,IMG_1027.npy,../data/features_enhanced\01spravne\IMG_1027.npy,../data/labels\01spravne\IMG_1027.txt,607,94.89291598023064,100.0,100.0,100.0,100.0
mstcn,IMG_1028.npy,../data/features_enhanced\01spravne\IMG_1028.npy,../data/labels\01spravne\IMG_1028.txt,612,96.24183006535948,100.0,100.0,100.0,100.0
mstcn,IMG_1029.npy,../data/features_enhanced\01spravne\IMG_1029.npy,../data/labels\01spravne\IMG_1029.txt,557,94.97307001795332,100.0,100.0,100.0,100.0
mstcn,IMG_1030.npy,../data/features_enhanced\01spravne\IMG_1030.npy,../data/labels\01spravne\IMG_1030.txt,607,96.37561779242174,100.0,100.0,100.0,100.0
mstcn,IMG_7645.npy,../data/features_enhanced\01spravne\IMG_7645.npy,../data/labels\01spravne\IMG_7645.txt,798,96.8671679197995,100.0,100.0,100.0,100.0
mstcn,IMG_7646.npy,../data/features_enhanced\01spravne\IMG_7646.npy,../data/labels\01spravne\IMG_7646.txt,692,94.36416184971098,100.0,100.0,100.0,100.0
mstcn,IMG_7647.npy,../data/features_enhanced\01spravne\IMG_7647.npy,../data/labels\01spravne\IMG_7647.txt,727,96.69876203576341,100.0,100.0,100.0,100.0
mstcn,IMG_7648.npy,../data/features_enhanced\01spravne\IMG_7648.npy,../data/labels\01spravne\IMG_7648.txt,915,97.48633879781421,100.0,100.0,100.0,100.0
mstcn,IMG_7649.npy,../data/features_enhanced\01spravne\IMG_7649.npy,../data/labels\01spravne\IMG_7649.txt,802,92.51870324189527,100.0,100.0,100.0,100.0
mstcn,IMG_7650.npy,../data/features_enhanced\01spravne\IMG_7650.npy,../data/labels\01spravne\IMG_7650.txt,901,100.0,100.0,100.0,100.0,100.0
mstcn,IMG_7651.npy,../data/features_enhanced\01spravne\IMG_7651.npy,../data/labels\01spravne\IMG_7651.txt,826,96.00484261501211,100.0,100.0,100.0,100.0
mstcn,IMG_7652.npy,../data/features_enhanced\01spravne\IMG_7652.npy,../data/labels\01spravne\IMG_7652.txt,759,96.57444005270092,100.0,100.0,100.0,100.0
mstcn,IMG_7654.npy,../data/features_enhanced\01spravne\IMG_7654.npy,../data/labels\01spravne\IMG_7654.txt,743,97.442799461642,100.0,100.0,100.0,100.0
mstcn,IMG_7655.npy,../data/features_enhanced\01spravne\IMG_7655.npy,../data/labels\01spravne\IMG_7655.txt,700,95.0,100.0,100.0,100.0,100.0
mstcn,IMG_9379.npy,../data/features_enhanced\01spravne\IMG_9379.npy,../data/labels\01spravne\IMG_9379.txt,784,96.1734693877551,100.0,100.0,100.0,100.0
mstcn,IMG_9380.npy,../data/features_enhanced\01spravne\IMG_9380.npy,../data/labels\01spravne\IMG_9380.txt,511,94.12915851272015,100.0,100.0,100.0,100.0
mstcn,IMG_9381.npy,../data/features_enhanced\01spravne\IMG_9381.npy,../data/labels\01spravne\IMG_9381.txt,754,97.08222811671088,100.0,100.0,100.0,100.0
mstcn,IMG_9382.npy,../data/features_enhanced\01spravne\IMG_9382.npy,../data/labels\01spravne\IMG_9382.txt,730,97.80821917808218,100.0,100.0,100.0,100.0
mstcn,IMG_9383.npy,../data/features_enhanced\01spravne\IMG_9383.npy,../data/labels\01spravne\IMG_9383.txt,646,96.90402476780186,100.0,100.0,100.0,100.0
mstcn,IMG_9384.npy,../data/features_enhanced\01spravne\IMG_9384.npy,../data/labels\01spravne\IMG_9384.txt,691,95.36903039073806,100.0,100.0,100.0,100.0
mstcn,IMG_9385.npy,../data/features_enhanced\01spravne\IMG_9385.npy,../data/labels\01spravne\IMG_9385.txt,724,97.37569060773481,100.0,100.0,100.0,100.0
mstcn,IMG_9386.npy,../data/features_enhanced\01spravne\IMG_9386.npy,../data/labels\01spravne\IMG_9386.txt,704,96.73295454545455,87.5,93.33333333333333,93.33333333333333,93.33333333333333
mstcn,IMG_9387.npy,../data/features_enhanced\01spravne\IMG_9387.npy,../data/labels\01spravne\IMG_9387.txt,585,95.55555555555556,100.0,100.0,100.0,100.0
mstcn,IMG_9388.npy,../data/features_enhanced\01spravne\IMG_9388.npy,../data/labels\01spravne\IMG_9388.txt,629,94.91255961844197,100.0,100.0,100.0,100.0
mstcn,IMG_9391.npy,../data/features_enhanced\01spravne\IMG_9391.npy,../data/labels\01spravne\IMG_9391.txt,618,96.92556634304206,100.0,100.0,100.0,100.0
mstcn,20251208_100257.npy,../data/features_enhanced\02spravne\20251208_100257.npy,../data/labels\02spravne\20251208_100257.txt,383,74.93472584856397,85.71428571428572,92.3076923076923,92.3076923076923,61.53846153846154
mstcn,20251208_100319.npy,../data/features_enhanced\02spravne\20251208_100319.npy,../data/labels\02spravne\20251208_100319.txt,384,75.52083333333334,85.71428571428572,92.3076923076923,92.3076923076923,76.92307692307693
mstcn,20251208_100321 (1).npy,../data/features_enhanced\02spravne\20251208_100321 (1).npy,../data/labels\02spravne\20251208_100321 (1).txt,437,68.8787185354691,100.0,100.0,71.42857142857143,57.14285714285714
mstcn,20251208_100321.npy,../data/features_enhanced\02spravne\20251208_100321.npy,../data/labels\02spravne\20251208_100321.txt,633,75.67140600315956,100.0,100.0,85.71428571428571,57.14285714285714
mstcn,20251208_100337.npy,../data/features_enhanced\02spravne\20251208_100337.npy,../data/labels\02spravne\20251208_100337.txt,380,71.57894736842105,85.71428571428572,92.3076923076923,92.3076923076923,46.15384615384615
mstcn,20251208_100348.npy,../data/features_enhanced\02spravne\20251208_100348.npy,../data/labels\02spravne\20251208_100348.txt,423,78.01418439716312,63.63636363636363,77.77777777777779,77.77777777777779,55.55555555555556
mstcn,20251208_100354.npy,../data/features_enhanced\02spravne\20251208_100354.npy,../data/labels\02spravne\20251208_100354.txt,388,71.90721649484536,85.71428571428572,92.3076923076923,92.3076923076923,61.53846153846154
mstcn,20251208_100401.npy,../data/features_enhanced\02spravne\20251208_100401.npy,../data/labels\02spravne\20251208_100401.txt,639,84.97652582159625,100.0,100.0,100.0,100.0
mstcn,20251208_100415.npy,../data/features_enhanced\02spravne\20251208_100415.npy,../data/labels\02spravne\20251208_100415.txt,444,79.27927927927928,100.0,100.0,100.0,85.71428571428571
mstcn,20251208_100418.npy,../data/features_enhanced\02spravne\20251208_100418.npy,../data/labels\02spravne\20251208_100418.txt,369,55.55555555555556,85.71428571428572,61.53846153846154,61.53846153846154,46.15384615384615
mstcn,20251208_100436.npy,../data/features_enhanced\02spravne\20251208_100436.npy,../data/labels\02spravne\20251208_100436.txt,581,84.16523235800344,100.0,100.0,100.0,71.42857142857143
mstcn,20251208_100440 (1).npy,../data/features_enhanced\02spravne\20251208_100440 (1).npy,../data/labels\02spravne\20251208_100440 (1).txt,422,80.09478672985783,100.0,100.0,100.0,71.42857142857143
mstcn,20251208_100440.npy,../data/features_enhanced\02spravne\20251208_100440.npy,../data/labels\02spravne\20251208_100440.txt,395,65.0632911392405,85.71428571428572,92.3076923076923,76.92307692307693,61.53846153846154
mstcn,20251208_100458.npy,../data/features_enhanced\02spravne\20251208_100458.npy,../data/labels\02spravne\20251208_100458.txt,649,81.66409861325116,100.0,100.0,100.0,71.42857142857143
mstcn,20251208_100508.npy,../data/features_enhanced\02spravne\20251208_100508.npy,../data/labels\02spravne\20251208_100508.txt,437,75.28604118993135,100.0,100.0,100.0,71.42857142857143
mstcn,20251208_100518.npy,../data/features_enhanced\02spravne\20251208_100518.npy,../data/labels\02spravne\20251208_100518.txt,389,67.3521850899743,85.71428571428572,92.3076923076923,61.53846153846154,61.53846153846154
mstcn,20251208_100525.npy,../data/features_enhanced\02spravne\20251208_100525.npy,../data/labels\02spravne\20251208_100525.txt,674,87.0919881305638,100.0,100.0,100.0,100.0
mstcn,20251208_100535.npy,../data/features_enhanced\02spravne\20251208_100535.npy,../data/labels\02spravne\20251208_100535.txt,400,72.75,85.71428571428572,92.3076923076923,92.3076923076923,61.53846153846154
mstcn,20251208_100540.npy,../data/features_enhanced\02spravne\20251208_100540.npy,../data/labels\02spravne\20251208_100540.txt,489,84.25357873210633,100.0,100.0,100.0,100.0
mstcn,20251208_100553.npy,../data/features_enhanced\02spravne\20251208_100553.npy,../data/labels\02spravne\20251208_100553.txt,393,72.51908396946564,100.0,100.0,85.71428571428571,57.14285714285714
mstcn,20251208_100554.npy,../data/features_enhanced\02spravne\20251208_100554.npy,../data/labels\02spravne\20251208_100554.txt,509,75.83497053045186,100.0,100.0,85.71428571428571,71.42857142857143
mstcn,20251208_100609.npy,../data/features_enhanced\02spravne\20251208_100609.npy,../data/labels\02spravne\20251208_100609.txt,357,70.58823529411765,85.71428571428572,92.3076923076923,92.3076923076923,46.15384615384615
mstcn,20251208_100613.npy,../data/features_enhanced\02spravne\20251208_100613.npy,../data/labels\02spravne\20251208_100613.txt,495,75.35353535353535,100.0,100.0,85.71428571428571,57.14285714285714
mstcn,20251208_100614.npy,../data/features_enhanced\02spravne\20251208_100614.npy,../data/labels\02spravne\20251208_100614.txt,533,75.79737335834896,100.0,100.0,100.0,42.857142857142854
mstcn,20251208_100640.npy,../data/features_enhanced\02spravne\20251208_100640.npy,../data/labels\02spravne\20251208_100640.txt,452,67.92035398230088,100.0,85.71428571428571,85.71428571428571,57.14285714285714
mstcn,20251208_100644.npy,../data/features_enhanced\02spravne\20251208_100644.npy,../data/labels\02spravne\20251208_100644.txt,603,77.44610281923715,100.0,100.0,100.0,57.14285714285714
mstcn,20251208_100705.npy,../data/features_enhanced\02spravne\20251208_100705.npy,../data/labels\02spravne\20251208_100705.txt,467,65.31049250535332,100.0,71.42857142857143,71.42857142857143,42.857142857142854
mstcn,20251208_100706.npy,../data/features_enhanced\02spravne\20251208_100706.npy,../data/labels\02spravne\20251208_100706.txt,608,86.8421052631579,100.0,100.0,100.0,71.42857142857143
mstcn,20251208_100728.npy,../data/features_enhanced\02spravne\20251208_100728.npy,../data/labels\02spravne\20251208_100728.txt,484,83.47107438016529,100.0,100.0,100.0,71.42857142857143
mstcn,20251208_100735.npy,../data/features_enhanced\02spravne\20251208_100735.npy,../data/labels\02spravne\20251208_100735.txt,442,68.32579185520362,85.71428571428572,92.3076923076923,76.92307692307693,61.53846153846154
mstcn,IMG_0792.npy,../data/features_enhanced\02spravne\IMG_0792.npy,../data/labels\02spravne\IMG_0792.txt,419,80.90692124105013,100.0,100.0,100.0,71.42857142857143
mstcn,IMG_0793.npy,../data/features_enhanced\02spravne\IMG_0793.npy,../data/labels\02spravne\IMG_0793.txt,418,68.18181818181817,100.0,100.0,71.42857142857143,42.857142857142854
mstcn,IMG_0794.npy,../data/features_enhanced\02spravne\IMG_0794.npy,../data/labels\02spravne\IMG_0794.txt,434,65.89861751152074,100.0,100.0,71.42857142857143,42.857142857142854
mstcn,IMG_0795.npy,../data/features_enhanced\02spravne\IMG_0795.npy,../data/labels\02spravne\IMG_0795.txt,479,79.95824634655533,100.0,100.0,85.71428571428571,71.42857142857143
mstcn,IMG_0796.npy,../data/features_enhanced\02spravne\IMG_0796.npy,../data/labels\02spravne\IMG_0796.txt,491,84.11405295315683,100.0,100.0,100.0,71.42857142857143
mstcn,IMG_0797.npy,../data/features_enhanced\02spravne\IMG_0797.npy,../data/labels\02spravne\IMG_0797.txt,541,77.07948243992607,100.0,100.0,85.71428571428571,57.14285714285714
mstcn,IMG_0798.npy,../data/features_enhanced\02spravne\IMG_0798.npy,../data/labels\02spravne\IMG_0798.txt,472,81.77966101694916,100.0,100.0,100.0,57.14285714285714
mstcn,IMG_0799.npy,../data/features_enhanced\02spravne\IMG_0799.npy,../data/labels\02spravne\IMG_0799.txt,474,77.84810126582279,100.0,100.0,100.0,71.42857142857143
mstcn,IMG_0800.npy,../data/features_enhanced\02spravne\IMG_0800.npy,../data/labels\02spravne\IMG_0800.txt,503,80.31809145129225,100.0,100.0,85.71428571428571,71.42857142857143
mstcn,IMG_0801.npy,../data/features_enhanced\02spravne\IMG_0801.npy,../data/labels\02spravne\IMG_0801.txt,486,80.65843621399176,100.0,100.0,85.71428571428571,71.42857142857143
mstcn,IMG_7656.npy,../data/features_enhanced\02spravne\IMG_7656.npy,../data/labels\02spravne\IMG_7656.txt,566,78.26855123674912,85.71428571428572,92.3076923076923,92.3076923076923,61.53846153846154
mstcn,IMG_7657.npy,../data/features_enhanced\02spravne\IMG_7657.npy,../data/labels\02spravne\IMG_7657.txt,697,86.51362984218078,100.0,100.0,100.0,71.42857142857143
mstcn,IMG_7658.npy,../data/features_enhanced\02spravne\IMG_7658.npy,../data/labels\02spravne\IMG_7658.txt,776,77.9639175257732,71.42857142857143,85.71428571428571,85.71428571428571,57.14285714285714
mstcn,IMG_7659.npy,../data/features_enhanced\02spravne\IMG_7659.npy,../data/labels\02spravne\IMG_7659.txt,757,85.86525759577279,87.5,93.33333333333333,80.0,80.0
mstcn,IMG_7660.npy,../data/features_enhanced\02spravne\IMG_7660.npy,../data/labels\02spravne\IMG_7660.txt,708,75.14124293785311,87.5,80.0,80.0,80.0
mstcn,IMG_7661.npy,../data/features_enhanced\02spravne\IMG_7661.npy,../data/labels\02spravne\IMG_7661.txt,673,78.90044576523032,87.5,80.0,80.0,53.333333333333336
mstcn,IMG_7663.npy,../data/features_enhanced\02spravne\IMG_7663.npy,../data/labels\02spravne\IMG_7663.txt,813,80.07380073800738,71.42857142857143,85.71428571428571,85.71428571428571,71.42857142857143
mstcn,IMG_7664.npy,../data/features_enhanced\02spravne\IMG_7664.npy,../data/labels\02spravne\IMG_7664.txt,720,76.66666666666667,87.5,80.0,66.66666666666666,53.333333333333336
mstcn,IMG_7665.npy,../data/features_enhanced\02spravne\IMG_7665.npy,../data/labels\02spravne\IMG_7665.txt,743,73.88963660834455,87.5,80.0,80.0,53.333333333333336
mstcn,IMG_7666.npy,../data/features_enhanced\02spravne\IMG_7666.npy,../data/labels\02spravne\IMG_7666.txt,745,79.59731543624162,87.5,93.33333333333333,93.33333333333333,66.66666666666666
mstcn,IMG_9392.npy,../data/features_enhanced\02spravne\IMG_9392.npy,../data/labels\02spravne\IMG_9392.txt,544,72.79411764705883,87.5,93.33333333333333,80.0,53.333333333333336
mstcn,IMG_9393.npy,../data/features_enhanced\02spravne\IMG_9393.npy,../data/labels\02spravne\IMG_9393.txt,528,72.34848484848484,87.5,93.33333333333333,80.0,53.333333333333336
mstcn,IMG_9394.npy,../data/features_enhanced\02spravne\IMG_9394.npy,../data/labels\02spravne\IMG_9394.txt,528,77.08333333333334,87.5,93.33333333333333,80.0,80.0
mstcn,IMG_9395.npy,../data/features_enhanced\02spravne\IMG_9395.npy,../data/labels\02spravne\IMG_9395.txt,527,75.52182163187857,87.5,93.33333333333333,80.0,80.0
mstcn,IMG_9396.npy,../data/features_enhanced\02spravne\IMG_9396.npy,../data/labels\02spravne\IMG_9396.txt,533,78.61163227016885,87.5,93.33333333333333,93.33333333333333,80.0
mstcn,IMG_9399.npy,../data/features_enhanced\02spravne\IMG_9399.npy,../data/labels\02spravne\IMG_9399.txt,527,75.90132827324479,87.5,93.33333333333333,80.0,80.0
mstcn,IMG_9400.npy,../data/features_enhanced\02spravne\IMG_9400.npy,../data/labels\02spravne\IMG_9400.txt,560,86.78571428571429,100.0,100.0,100.0,85.71428571428571
mstcn,IMG_9401.npy,../data/features_enhanced\02spravne\IMG_9401.npy,../data/labels\02spravne\IMG_9401.txt,535,76.63551401869158,100.0,100.0,85.71428571428571,71.42857142857143
mstcn,IMG_9402.npy,../data/features_enhanced\02spravne\IMG_9402.npy,../data/labels\02spravne\IMG_9402.txt,505,75.64356435643565,66.66666666666667,82.35294117647058,70.58823529411765,58.82352941176471
